isic_id,target
ISIC_5377179,0
ISIC_3342231,0
ISIC_9767742,0
ISIC_4403205,0
ISIC_9893249,0
ISIC_9419849,0
ISIC_0822707,0
ISIC_4955658,0
ISIC_9473303,0
ISIC_6049489,0
ISIC_7662706,0
ISIC_8123852,0
ISIC_2822371,0
ISIC_4560846,0
ISIC_3000788,0
ISIC_3697352,0
ISIC_1378834,0
ISIC_4203811,0
ISIC_8294406,0
ISIC_2952444,0
ISIC_1074456,0
ISIC_6473483,0
ISIC_8407463,0
ISIC_0187805,0
ISIC_8840296,0
ISIC_4253246,0
ISIC_0124269,0
ISIC_7298616,0
ISIC_0555443,0
ISIC_2031634,0
ISIC_7719871,0
ISIC_1896744,0
ISIC_5207622,0
ISIC_9283551,0
ISIC_9719208,0
ISIC_7618434,0
ISIC_6240029,0
ISIC_4418569,0
ISIC_6852748,0
ISIC_8291049,0
ISIC_3565076,0
ISIC_2861329,0
ISIC_3745675,0
ISIC_0682837,0
ISIC_9691872,0
ISIC_3227796,0
ISIC_6392131,0
ISIC_2547176,0
ISIC_8961507,0
ISIC_5973184,0
ISIC_8218508,0
ISIC_0718947,0
ISIC_7383944,0
ISIC_7494449,0
ISIC_8931549,0
ISIC_6267698,0
ISIC_1394717,0
ISIC_8457372,0
ISIC_6440519,0
ISIC_9407369,0
ISIC_5891939,0
ISIC_4487223,0
ISIC_1394819,0
ISIC_3880932,0
ISIC_9124430,0
ISIC_1645465,0
ISIC_5076581,0
ISIC_0608802,0
ISIC_6913047,0
ISIC_3732822,0
ISIC_3886423,0
ISIC_3655138,0
ISIC_8020961,0
ISIC_2733094,0
ISIC_4436564,0
ISIC_8286561,0
ISIC_8540687,0
ISIC_8720381,0
ISIC_7551402,0
ISIC_2654140,0
ISIC_8519558,0
ISIC_9257665,0
ISIC_7707808,0
ISIC_2418822,0
ISIC_5884224,0
ISIC_6830119,0
ISIC_9349776,0
ISIC_4103050,0
ISIC_4442332,0
ISIC_2351793,0
ISIC_6987396,0
ISIC_8397683,0
ISIC_9887982,0
ISIC_3598804,0
ISIC_1456654,0
ISIC_2892237,0
ISIC_5567482,0
ISIC_4676036,0
ISIC_8331287,0
ISIC_7064028,0
ISIC_1660184,0
ISIC_4000703,0
ISIC_0506752,0
ISIC_2637390,0
ISIC_3818874,0
ISIC_5086645,0
ISIC_2901488,0
ISIC_1641134,0
ISIC_1346583,0
ISIC_2546439,0
ISIC_4537946,0
ISIC_6065601,0
ISIC_9791229,0
ISIC_5602872,0
ISIC_3121630,0
ISIC_9417641,0
ISIC_4307415,0
ISIC_3709697,0
ISIC_6128668,0
ISIC_6167276,0
ISIC_0661923,0
ISIC_8113908,0
ISIC_4312919,0
ISIC_1080661,0
ISIC_1866259,0
ISIC_0760376,0
ISIC_6732128,0
ISIC_5402893,0
ISIC_2650810,0
ISIC_2339453,0
ISIC_2641539,0
ISIC_7082964,0
ISIC_6328776,0
ISIC_7407032,0
ISIC_7258103,0
ISIC_9397700,0
ISIC_6804792,0
ISIC_2373495,0
ISIC_1944821,0
ISIC_8735905,0
ISIC_1179810,0
ISIC_3260320,0
ISIC_5634431,0
ISIC_4507904,0
ISIC_0881552,0
ISIC_3280788,0
ISIC_5533842,0
ISIC_3726076,0
ISIC_2471471,0
ISIC_1128598,0
ISIC_0077654,0
ISIC_8259801,0
ISIC_6727685,0
ISIC_7162921,0
ISIC_3712124,0
ISIC_3532855,0
ISIC_7723037,0
ISIC_4237430,0
ISIC_1535059,0
ISIC_4537857,0
ISIC_6335133,0
ISIC_3819873,0
ISIC_2021709,0
ISIC_3099542,0
ISIC_0747323,0
ISIC_1852165,0
ISIC_7844949,0
ISIC_5895447,0
ISIC_4920438,0
ISIC_1681099,0
ISIC_5807551,0
ISIC_6913812,0
ISIC_8641329,0
ISIC_1545384,0
ISIC_2983104,0
ISIC_3589520,0
ISIC_9439867,0
ISIC_2162599,0
ISIC_1343249,0
ISIC_9013737,0
ISIC_6696149,0
ISIC_7236933,0
ISIC_7634497,0
ISIC_6261251,0
ISIC_7018991,0
ISIC_3912531,0
ISIC_5746599,0
ISIC_8660501,0
ISIC_7673081,0
ISIC_1034636,0
ISIC_9373624,0
ISIC_4443280,0
ISIC_5556041,0
ISIC_8684172,0
ISIC_9352719,0
ISIC_1244582,0
ISIC_8542988,0
ISIC_2512214,0
ISIC_6658835,0
ISIC_9787034,0
ISIC_7982566,0
ISIC_1937730,0
ISIC_7294139,0
ISIC_0084823,0
ISIC_7564580,0
ISIC_2070816,0
ISIC_0340249,0
ISIC_7167692,0
ISIC_2469200,0
ISIC_6244922,0
ISIC_9110650,0
ISIC_2162983,0
ISIC_9108383,0
ISIC_7079158,0
ISIC_1139810,0
ISIC_5055542,0
ISIC_2421339,0
ISIC_5393597,0
ISIC_9794941,0
ISIC_5092153,0
ISIC_8787380,0
ISIC_1875073,0
ISIC_2528271,0
ISIC_6154958,0
ISIC_9808058,0
ISIC_8586665,0
ISIC_0568923,0
ISIC_9804001,0
ISIC_6367093,0
ISIC_0573134,0
ISIC_5678366,0
ISIC_1698751,0
ISIC_8143436,0
ISIC_8163886,0
ISIC_6952686,0
ISIC_0648302,0
ISIC_7877515,0
ISIC_0398499,0
ISIC_3884315,0
ISIC_2210850,0
ISIC_7241418,0
ISIC_2761335,0
ISIC_6471076,0
ISIC_8987320,0
ISIC_9516975,0
ISIC_5307960,0
ISIC_4375575,0
ISIC_8143536,0
ISIC_4673610,0
ISIC_2306589,0
ISIC_6073902,0
ISIC_5894811,0
ISIC_8177236,0
ISIC_9349945,0
ISIC_2610209,0
ISIC_5008102,0
ISIC_8315836,0
ISIC_5239374,0
ISIC_6440198,0
ISIC_2982562,0
ISIC_3417041,0
ISIC_8944108,0
ISIC_8437916,0
ISIC_9988301,0
ISIC_8201681,0
ISIC_4354748,0
ISIC_1106725,0
ISIC_8698061,0
ISIC_7912092,0
ISIC_3841758,0
ISIC_0979977,0
ISIC_5449568,0
ISIC_2018384,0
ISIC_6454323,0
ISIC_0682502,0
ISIC_9554911,0
ISIC_4560200,0
ISIC_0259306,0
ISIC_9531462,0
ISIC_4011929,0
ISIC_9480823,0
ISIC_6802476,0
ISIC_4146678,0
ISIC_9231838,0
ISIC_3005148,0
ISIC_9937095,0
ISIC_1184138,0
ISIC_8744451,0
ISIC_0859369,0
ISIC_2998652,0
ISIC_4705680,0
ISIC_1884739,0
ISIC_5963443,0
ISIC_7246489,0
ISIC_2256822,0
ISIC_1004284,0
ISIC_1331547,0
ISIC_4655293,0
ISIC_5113883,0
ISIC_5255708,0
ISIC_4918245,0
ISIC_2180638,0
ISIC_6440115,0
ISIC_9364686,0
ISIC_2915653,0
ISIC_9940323,0
ISIC_0934980,0
ISIC_0560574,0
ISIC_7097388,0
ISIC_3508098,0
ISIC_6733145,0
ISIC_6027116,0
ISIC_4746387,0
ISIC_1135197,0
ISIC_3863612,0
ISIC_9440331,0
ISIC_7457306,0
ISIC_6621863,0
ISIC_5494401,0
ISIC_8940068,0
ISIC_1695128,0
ISIC_5577217,0
ISIC_9853342,0
ISIC_8487538,0
ISIC_5660816,0
ISIC_1582688,0
ISIC_3937417,0
ISIC_3755023,0
ISIC_6550057,0
ISIC_7735280,0
ISIC_4606353,0
ISIC_2910218,0
ISIC_6198840,0
ISIC_7128779,0
ISIC_6617338,0
ISIC_6649934,0
ISIC_0704920,0
ISIC_7432093,0
ISIC_9874419,0
ISIC_7019134,0
ISIC_6376127,0
ISIC_4479963,0
ISIC_2986386,0
ISIC_0212744,0
ISIC_0310668,0
ISIC_9596121,0
ISIC_0163691,0
ISIC_5314699,0
ISIC_2325269,0
ISIC_4485207,0
ISIC_2645288,0
ISIC_3019260,0
ISIC_7696642,0
ISIC_3248133,0
ISIC_9490516,0
ISIC_6754377,0
ISIC_5866131,0
ISIC_0154022,0
ISIC_5806252,0
ISIC_0361736,0
ISIC_8128450,0
ISIC_4913537,0
ISIC_6792542,0
ISIC_8328478,0
ISIC_0559583,0
ISIC_2579056,0
ISIC_1517453,0
ISIC_3193781,0
ISIC_4782909,0
ISIC_4295638,0
ISIC_3373309,0
ISIC_0647322,0
ISIC_2871249,0
ISIC_0204775,0
ISIC_9055282,0
ISIC_2190827,0
ISIC_6385402,0
ISIC_7996216,0
ISIC_0634558,0
ISIC_0921512,0
ISIC_7780810,0
ISIC_6578888,0
ISIC_6126792,0
ISIC_2841656,0
ISIC_9295546,0
ISIC_2045117,0
ISIC_3984195,0
ISIC_9229675,0
ISIC_0726651,0
ISIC_6616361,0
ISIC_0801771,0
ISIC_4280212,0
ISIC_4544445,0
ISIC_8898568,0
ISIC_8461513,0
ISIC_2291719,0
ISIC_8769893,0
ISIC_1083138,0
ISIC_8643502,0
ISIC_7523063,0
ISIC_2508844,0
ISIC_5109035,0
ISIC_0325343,0
ISIC_4082052,0
ISIC_5076052,0
ISIC_7352254,0
ISIC_1362350,0
ISIC_8570193,0
ISIC_2460513,0
ISIC_9716457,0
ISIC_4487972,0
ISIC_3735449,0
ISIC_4971426,0
ISIC_3579109,0
ISIC_6112832,0
ISIC_6949362,0
ISIC_0300357,0
ISIC_7929592,0
ISIC_4548271,0
ISIC_1649770,0
ISIC_5401877,0
ISIC_3884178,0
ISIC_3084247,0
ISIC_1401693,0
ISIC_0621560,0
ISIC_6745199,0
ISIC_8240862,0
ISIC_5665501,0
ISIC_6835402,0
ISIC_6471932,0
ISIC_2943642,0
ISIC_3008703,0
ISIC_9369027,0
ISIC_2320837,0
ISIC_4949349,0
ISIC_3484311,0
ISIC_5435734,0
ISIC_7609839,0
ISIC_1384272,0
ISIC_6285589,0
ISIC_4188413,0
ISIC_3527901,0
ISIC_2976120,0
ISIC_1874703,0
ISIC_7785758,0
ISIC_6511425,0
ISIC_9838352,0
ISIC_9934412,0
ISIC_8273822,0
ISIC_0994579,0
ISIC_0439526,0
ISIC_0644626,0
ISIC_6314497,0
ISIC_3188880,0
ISIC_0432388,0
ISIC_1855611,0
ISIC_1802050,0
ISIC_4798004,0
ISIC_3124763,0
ISIC_8411657,0
ISIC_0767861,0
ISIC_7356749,0
ISIC_4104179,0
ISIC_8248042,0
ISIC_6601355,0
ISIC_3693000,0
ISIC_3597531,0
ISIC_5506922,0
ISIC_0942417,0
ISIC_0073426,0
ISIC_3515548,0
ISIC_1515596,0
ISIC_7170366,0
ISIC_3316455,0
ISIC_7081175,0
ISIC_5199433,0
ISIC_8722227,0
ISIC_8852495,0
ISIC_6226532,0
ISIC_2495916,0
ISIC_3557033,0
ISIC_8522488,0
ISIC_2989582,0
ISIC_5858419,0
ISIC_3425060,0
ISIC_2820830,0
ISIC_3832674,0
ISIC_1481778,0
ISIC_1148819,0
ISIC_4491982,0
ISIC_5918773,0
ISIC_6092328,0
ISIC_1121111,0
ISIC_5042377,0
ISIC_9808456,0
ISIC_4016470,0
ISIC_7558629,0
ISIC_5571268,0
ISIC_3340396,0
ISIC_6110849,0
ISIC_6488369,0
ISIC_9664827,0
ISIC_6438058,0
ISIC_9932350,0
ISIC_3162524,0
ISIC_0117472,0
ISIC_9709159,0
ISIC_4690604,0
ISIC_5340075,0
ISIC_7649021,0
ISIC_4639200,0
ISIC_0936438,0
ISIC_7219294,0
ISIC_7139961,0
ISIC_2415798,0
ISIC_6777013,0
ISIC_4322496,0
ISIC_4459817,0
ISIC_8156882,0
ISIC_5457227,0
ISIC_6020360,0
ISIC_7851712,0
ISIC_4091868,0
ISIC_4206200,0
ISIC_6079133,0
ISIC_7022256,0
ISIC_3066630,0
ISIC_7802192,0
ISIC_7916018,0
ISIC_5901243,0
ISIC_0252953,0
ISIC_4690350,0
ISIC_6870957,0
ISIC_3936780,0
ISIC_9727387,0
ISIC_8516880,0
ISIC_6683556,0
ISIC_2860819,0
ISIC_5433948,0
ISIC_7101638,0
ISIC_1326817,0
ISIC_8730848,0
ISIC_3009630,0
ISIC_9444481,0
ISIC_7824904,0
ISIC_5530853,0
ISIC_2125664,0
ISIC_9049795,0
ISIC_9599426,0
ISIC_1206421,0
ISIC_0180461,0
ISIC_9778612,0
ISIC_2758518,0
ISIC_2156039,0
ISIC_9333283,0
ISIC_3521687,0
ISIC_7578965,0
ISIC_2503492,0
ISIC_7040661,0
ISIC_1068849,0
ISIC_6012657,0
ISIC_9075751,0
ISIC_9392631,0
ISIC_0711658,0
ISIC_3667202,0
ISIC_5160119,0
ISIC_2686805,0
ISIC_4296565,0
ISIC_2689736,0
ISIC_4760643,0
ISIC_8533980,0
ISIC_4820655,0
ISIC_7274470,0
ISIC_9151233,0
ISIC_8326205,0
ISIC_6920265,0
ISIC_2006127,0
ISIC_5718620,0
ISIC_0623290,0
ISIC_6415962,0
ISIC_0471108,0
ISIC_1885291,0
ISIC_6433230,0
ISIC_8640809,0
ISIC_6959479,0
ISIC_6687816,0
ISIC_3145287,0
ISIC_5116169,0
ISIC_8347016,0
ISIC_1909045,0
ISIC_4030158,0
ISIC_3612877,0
ISIC_4349074,0
ISIC_1158604,0
ISIC_2945122,0
ISIC_3326849,0
ISIC_0571459,0
ISIC_1399566,0
ISIC_1554300,0
ISIC_9782106,0
ISIC_7978592,0
ISIC_5349421,0
ISIC_3689348,0
ISIC_9341332,0
ISIC_3659990,0
ISIC_1624750,0
ISIC_9168635,0
ISIC_0368392,0
ISIC_9695337,0
ISIC_8588210,0
ISIC_1299081,0
ISIC_2714614,0
ISIC_0512183,0
ISIC_7046406,0
ISIC_7971506,0
ISIC_4867248,0
ISIC_1999293,0
ISIC_2654924,0
ISIC_6072889,0
ISIC_2527763,0
ISIC_5360282,0
ISIC_0588564,0
ISIC_3124660,0
ISIC_7768778,0
ISIC_7529690,0
ISIC_1821286,0
ISIC_9604551,0
ISIC_4872838,0
ISIC_5986613,0
ISIC_7385583,0
ISIC_9442214,0
ISIC_9478713,0
ISIC_1606639,0
ISIC_6263784,0
ISIC_1231810,0
ISIC_1603507,0
ISIC_1704113,0
ISIC_3261579,0
ISIC_1691818,0
ISIC_0475289,0
ISIC_1156148,0
ISIC_1772581,0
ISIC_4357657,0
ISIC_5321566,0
ISIC_9452983,0
ISIC_3778824,0
ISIC_6409601,0
ISIC_9289641,0
ISIC_8629271,0
ISIC_4274864,0
ISIC_0275296,0
ISIC_5634050,0
ISIC_5236865,0
ISIC_9847207,0
ISIC_1588039,0
ISIC_9396760,0
ISIC_4865356,0
ISIC_6129278,0
ISIC_1598359,0
ISIC_0910726,0
ISIC_0772889,0
ISIC_2827768,0
ISIC_8369976,0
ISIC_3123774,0
ISIC_3625798,0
ISIC_6416887,0
ISIC_4611150,0
ISIC_4042008,0
ISIC_0650629,0
ISIC_7737448,0
ISIC_8359766,0
ISIC_6157828,0
ISIC_1008140,0
ISIC_9539952,0
ISIC_5637647,0
ISIC_7506180,0
ISIC_1490339,0
ISIC_5381041,0
ISIC_1732517,0
ISIC_5126417,0
ISIC_0849777,0
ISIC_2837181,0
ISIC_4497326,0
ISIC_4919916,0
ISIC_6052162,0
ISIC_3377805,0
ISIC_2484977,0
ISIC_5064675,0
ISIC_0863797,0
ISIC_0564622,0
ISIC_2968283,0
ISIC_2260226,0
ISIC_4933555,0
ISIC_1323479,0
ISIC_1472567,0
ISIC_3934235,0
ISIC_7885797,0
ISIC_5716730,0
ISIC_8447601,0
ISIC_4355870,0
ISIC_9971844,0
ISIC_5688415,0
ISIC_0424204,0
ISIC_7980951,0
ISIC_4151303,0
ISIC_7712749,0
ISIC_5410069,0
ISIC_5444049,0
ISIC_4730228,0
ISIC_7835202,0
ISIC_1874606,0
ISIC_6295466,0
ISIC_4201733,0
ISIC_1860325,0
ISIC_8395140,0
ISIC_6713424,0
ISIC_6939305,0
ISIC_6578062,0
ISIC_1358916,0
ISIC_3316417,0
ISIC_9193757,0
ISIC_6637844,0
ISIC_9826785,0
ISIC_2249612,0
ISIC_6936957,0
ISIC_2329744,0
ISIC_0093448,0
ISIC_5079397,0
ISIC_9257235,0
ISIC_9599104,0
ISIC_7897808,0
ISIC_0133050,0
ISIC_9723446,0
ISIC_7670159,0
ISIC_4001211,0
ISIC_8139876,0
ISIC_4780088,0
ISIC_4780903,0
ISIC_4872821,0
ISIC_9357470,0
ISIC_5636261,0
ISIC_4265917,0
ISIC_3887543,0
ISIC_4419874,0
ISIC_9632836,0
ISIC_6699647,0
ISIC_5279952,0
ISIC_3755926,0
ISIC_2088173,0
ISIC_3988846,0
ISIC_4051874,0
ISIC_4724013,0
ISIC_5286834,0
ISIC_8241656,0
ISIC_2042752,0
ISIC_7718333,0
ISIC_2740710,0
ISIC_8443332,0
ISIC_2886744,0
ISIC_6448817,0
ISIC_4289307,0
ISIC_0534729,0
ISIC_0915531,0
ISIC_7452601,0
ISIC_8391358,0
ISIC_1482174,0
ISIC_2800434,0
ISIC_4920818,0
ISIC_1822047,0
ISIC_0862555,0
ISIC_1957627,0
ISIC_5379321,0
ISIC_6247200,0
ISIC_9291168,0
ISIC_3503972,0
ISIC_6955043,0
ISIC_6025386,0
ISIC_0738986,0
ISIC_3810605,0
ISIC_2512940,0
ISIC_8349219,0
ISIC_9717819,0
ISIC_9311659,0
ISIC_5216415,0
ISIC_5970282,0
ISIC_1428358,0
ISIC_4932318,0
ISIC_5573163,0
ISIC_0713001,0
ISIC_9150923,0
ISIC_0565769,0
ISIC_5982028,0
ISIC_8952924,0
ISIC_8420579,0
ISIC_1529601,0
ISIC_2064691,0
ISIC_1377244,0
ISIC_7126117,0
ISIC_2962159,0
ISIC_3939010,0
ISIC_1361381,0
ISIC_8139788,0
ISIC_9167511,0
ISIC_9457350,0
ISIC_2728210,0
ISIC_8346109,0
ISIC_3028496,0
ISIC_5268207,0
ISIC_9819318,0
ISIC_8854926,0
ISIC_0926772,0
ISIC_2813980,0
ISIC_3922650,0
ISIC_5011827,0
ISIC_1415719,0
ISIC_6518818,0
ISIC_3544272,0
ISIC_0640224,0
ISIC_5159554,0
ISIC_4074135,0
ISIC_7159480,0
ISIC_8031663,0
ISIC_9267257,0
ISIC_8777243,0
ISIC_8487638,0
ISIC_8165975,0
ISIC_9432203,0
ISIC_2268247,0
ISIC_4383579,0
ISIC_8572185,0
ISIC_9336510,0
ISIC_3173140,0
ISIC_8271306,0
ISIC_8300012,0
ISIC_8258612,0
ISIC_4986732,0
ISIC_1431448,0
ISIC_2205563,0
ISIC_8513163,0
ISIC_7930641,0
ISIC_7870819,0
ISIC_3291912,0
ISIC_1470572,0
ISIC_1376748,0
ISIC_9294764,0
ISIC_7234151,0
ISIC_5158654,0
ISIC_5716159,0
ISIC_7668800,0
ISIC_2360776,0
ISIC_8766964,0
ISIC_3224961,0
ISIC_1674803,0
ISIC_6665167,0
ISIC_4079400,0
ISIC_6130222,0
ISIC_9733055,0
ISIC_7011466,0
ISIC_6091605,0
ISIC_3451319,0
ISIC_4795636,0
ISIC_7154770,0
ISIC_1303107,0
ISIC_5847646,0
ISIC_5632029,0
ISIC_6493588,0
ISIC_1336935,0
ISIC_7405536,0
ISIC_9084324,0
ISIC_6175616,0
ISIC_7130701,0
ISIC_2934109,0
ISIC_1519843,0
ISIC_5557796,0
ISIC_8719241,0
ISIC_1315053,0
ISIC_3828817,0
ISIC_6438453,0
ISIC_6500610,0
ISIC_1516893,0
ISIC_0750822,0
ISIC_0076412,0
ISIC_3901764,0
ISIC_6702354,0
ISIC_1006105,0
ISIC_5155013,0
ISIC_2834332,0
ISIC_5413911,0
ISIC_6429324,0
ISIC_4813039,0
ISIC_8076550,0
ISIC_4195385,0
ISIC_6377378,0
ISIC_6601533,0
ISIC_2231101,0
ISIC_8562541,0
ISIC_8243331,0
ISIC_7792886,0
ISIC_8563322,0
ISIC_5040355,0
ISIC_7989249,0
ISIC_3365260,0
ISIC_4095946,0
ISIC_2636184,0
ISIC_6416488,0
ISIC_2888042,0
ISIC_6884315,0
ISIC_0617261,0
ISIC_7768879,0
ISIC_9860890,0
ISIC_6838813,0
ISIC_3196883,0
ISIC_2246330,0
ISIC_6319887,0
ISIC_3363237,0
ISIC_3971313,0
ISIC_3575963,0
ISIC_9254347,0
ISIC_5693823,0
ISIC_6044791,0
ISIC_4245027,0
ISIC_8904814,0
ISIC_2288191,0
ISIC_8433472,0
ISIC_5085197,0
ISIC_9814192,0
ISIC_2190615,0
ISIC_7317152,0
ISIC_7296082,0
ISIC_2390733,0
ISIC_2202083,0
ISIC_4585149,0
ISIC_8782028,0
ISIC_2981076,0
ISIC_6282293,0
ISIC_9587755,0
ISIC_9379365,0
ISIC_6399308,0
ISIC_6810374,0
ISIC_8057028,0
ISIC_3701526,0
ISIC_1935496,0
ISIC_2188765,0
ISIC_2191508,0
ISIC_4423981,0
ISIC_6559541,0
ISIC_5305887,0
ISIC_7575346,0
ISIC_2055442,0
ISIC_8909379,0
ISIC_3043667,0
ISIC_7004404,0
ISIC_3434552,0
ISIC_9485730,0
ISIC_6226570,0
